producto,material,diametro_nominal,presion_nominal,sdr,diametro_min,diametro_max,espesor_min_norma,espesor_max_norma,ovalidad_norma,peso_min_teorico,peso_max_teorico,presion_phi,temperatura_phi,tiempo_phi,color_tuberia,color_linea,code
110mm x 5m CHAQUETA PP-UV S-20,PP-R,110,S-20,S-20,110.0,110.4,2.7,3.2,0.8237,0.9753,2.2,,150,1,GRIS(AQS),SIN LÍNEA,
110mm x 5m BETA/FIBRA PN-16 S-3,2,PP-RCT/FV,110,PN-16 S-3,2,S-3,2,110.1,111.0,15.1,16.8,4.2362,4.6734,2.2,47,135,2,GRIS(BETA),NARANJA,
110mm x 5m BETA/FIBRA PN-10 S-5,PP-RCT/FV,110,PN-10 S-5,S-5,110.1,111.0,10.0,11.1,2.9560,3.2747,2.2,30,135,2,GRIS(BETA),NARANJA,
110mm x 5m AQUASYSTEM TRICAPA S-20,PP-R,110,S-20,S-20,110.0,110.4,2.7,3.2,0.8237,0.9753,2.2,,150,1,GRIS(AQS),SIN LÍNEA,
110mm x 5m AQUASYSTEM IPS S-14,PP-R100/CACO3,110,S-14,S-14,110.0,110.4,3.8,4.4,1.3730,1.5869,2.2,,150,1,NEGRO,NARANJA,
90mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,90,PN-16 S-3,2,S-3,2,90.1,90.9,12.3,13.7,2.7087,2.9937,1.8,47,135,2,GRIS(BETA),ROJO,
90mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,90,PN-12,5 S-4,S-4,90.1,90.9,10.1,11.3,2.2871,2.5460,1.8,38,135,2,GRIS(BETA),BLANCO,
90mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,90,PN-10 S-5,S-5,90.1,90.9,8.2,9.2,1.9010,2.1276,1.8,30,135,2,GRIS(BETA),AZUL,
90mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,90,PN-12,5 S-4,S-4,90.1,90.9,10.1,11.3,2.2871,2.5460,1.8,38,135,2,GRIS(BETA),BLANCO,
75mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,75,PN-16 S-3,2,S-3,2,75.1,75.7,10.3,11.5,1.8892,2.0898,1.6,47,135,2,GRIS(BETA),ROJO,
75mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,75,PN-12,5 S-4,S-4,75.1,75.7,8.4,9.4,1.5859,1.7641,1.6,38,135,2,GRIS(BETA),BLANCO,
75mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,75,PN-10 S-5,S-5,75.1,75.7,6.8,7.6,1.3146,1.4650,1.6,30,135,1,GRIS(BETA),AZUL,
75mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,75,PN-16 S-3,2,S-3,2,75.1,75.7,10.3,11.5,1.8892,2.0898,1.6,47,135,2,GRIS(BETA),ROJO,
63mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,63,PN-16 S-3,2,S-3,2,63.1,63.6,8.6,9.6,1.3267,1.4674,1.5,47,135,2,GRIS(BETA),ROJO,
63mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,63,PN-12,5 S-4,S-4,63.1,63.6,7.1,8.0,1.1254,1.2590,1.5,38,135,1,GRIS(BETA),BLANCO,
63mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,63,PN-10 S-5,S-5,63.1,63.6,5.8,6.5,0.9407,1.0506,1.5,30,135,1,GRIS(BETA),AZUL,
63mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,63,PN-10 S-5,S-5,63.1,63.6,5.8,6.5,0.9407,1.0506,1.5,30,135,1,GRIS(BETA),AZUL,
50mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,50,PN-16 S-3,2,S-3,2,50.1,50.5,6.9,7.7,0.8437,0.9328,1.4,47,135,1,GRIS(BETA),ROJO,
50mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,50,PN-16 S-3,2,S-3,2,50.1,50.5,6.9,7.7,0.8437,0.9328,1.4,47,135,1,GRIS(BETA),ROJO,
50mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,50,PN-12,5 S-4,S-4,50.1,50.5,5.6,6.3,0.7054,0.7882,1.4,38,135,1,GRIS(BETA),BLANCO,
50mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,50,PN-12,5 S-4,S-4,50.1,50.5,5.6,6.3,0.7054,0.7882,1.4,38,135,1,GRIS(BETA),BLANCO,
50mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,50,PN-10 S-5,S-5,50.1,50.5,4.6,5.2,0.5924,0.6668,1.4,30,135,1,GRIS(BETA),AZUL,
50mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,50,PN-10 S-5,S-5,50.1,50.5,4.6,5.2,0.5924,0.6668,1.4,30,135,1,GRIS(BETA),AZUL,
50mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,50,PN-12,5 S-4,S-4,50.1,50.5,5.6,6.3,0.7054,0.7882,1.4,38,135,1,GRIS(BETA),BLANCO,
40mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,40,PN-16 S-3,2,S-3,2,40.1,40.4,5.5,6.2,0.5387,0.6002,1.4,47,135,1,GRIS(BETA),ROJO,
40mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,40,PN-16 S-3,2,S-3,2,40.1,40.4,5.5,6.2,0.5387,0.6002,1.4,47,135,1,GRIS(BETA),ROJO,
40mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,40,PN-12,5 S-4,S-4,40.1,40.4,4.5,5.1,0.4535,0.5096,1.4,38,135,1,GRIS(BETA),BLANCO,
40mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,40,PN-10 S-5,S-5,40.1,40.4,3.7,4.2,0.3812,0.4304,1.4,30,135,1,GRIS(BETA),AZUL,
40mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,40,PN-10 S-5,S-5,40.1,40.4,3.7,4.2,0.3812,0.4304,1.4,30,135,1,GRIS(BETA),AZUL,
40mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,40,PN-12,5 S-4,S-4,40.1,40.4,4.5,5.1,0.4535,0.5096,1.4,38,135,1,GRIS(BETA),BLANCO,
32mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,32,PN-16 S-3,2,S-3,2,32.3,32.5,4.4,5.0,0.3475,0.3892,1.3,47,135,1,GRIS(BETA),ROJO,
32mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,32,PN-16 S-3,2,S-3,2,32.2,32.5,4.4,5.0,0.3462,0.3892,1.3,47,135,1,GRIS(BETA),ROJO,
32mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,32,PN-12,5 S-4,S-4,32.3,32.5,3.6,4.1,0.2925,0.3296,1.3,38,135,1,GRIS(BETA),BLANCO,
32mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,32,PN-12,5 S-4,S-4,32.3,32.5,3.6,4.1,0.2925,0.3296,1.3,38,135,1,GRIS(BETA),BLANCO,
32mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,32,PN-10 S-5,S-5,32.3,32.5,2.9,3.3,0.2413,0.2728,1.3,30,135,1,GRIS(BETA),AZUL,
32mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,32,PN-10 S-5,S-5,32.3,32.5,2.9,3.3,0.2413,0.2728,1.3,30,135,1,GRIS(BETA),AZUL,
32mm x 30m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,32,PN-16 S-3,2,S-3,2,32.3,32.5,4.4,5.0,0.3475,0.3892,1.3,47,135,1,GRIS(BETA),ROJO,
32mm x 30m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,32,PN-12,5 S-4,S-4,32.3,32.5,3.6,4.1,0.2925,0.3296,1.3,38,135,1,GRIS(BETA),BLANCO,
32mm x 100m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,32,PN-16 S-3,2,S-3,2,32.3,32.5,4.4,5.0,0.3475,0.3892,1.3,47,135,1,GRIS(BETA),ROJO,
315mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,315,PN-10 S-5,S-5,315.1,317.5,28.1,31.7,22.8277,25.6446,11.1,30,135,4,GRIS(BETA),AZUL,
315mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,315,PN-16 S-3,2,S-3,2,315.1,317.5,44.0,48.6,33.7642,36.9915,11.1,47,135,4,GRIS(BETA),ROJO,
25mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.3,25.5,2.8,3.2,0.1783,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1497,0.1743,1.2,30,135,1,GRIS(BETA),AZUL,
25mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,25,PN-10 S-5,S-5,25.3,25.5,2.3,2.7,0.1497,0.1743,1.2,30,135,1,GRIS(BETA),AZUL,
25mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.3,25.5,2.8,3.2,0.1783,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 50m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.2,25.5,3.5,4.0,0.2150,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
25mm x 50m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,25,PN-12,5 S-4,S-4,25.3,25.5,2.8,3.2,0.1783,0.2020,1.2,38,135,1,GRIS(BETA),BLANCO,
25mm x 100m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,25,PN-16 S-3,2,S-3,2,25.3,25.5,3.5,4.0,0.2160,0.2434,1.2,47,135,1,GRIS(BETA),ROJO,
250mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,250,PN-16 S-3,2,S-3,2,250.1,250.3,34.2,37.8,20.9003,22.7366,5.0,47,135,4,GRIS(BETA),ROJO,
250mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,14.6114,16.1420,5.0,30,135,4,GRIS(BETA),AZUL,
250mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,250,PN-16 S-3,2,S-3,2,250.1,252.3,34.2,37.8,20.9003,22.9506,5.0,47,135,4,GRIS(BETA),ROJO,
250mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,250,PN-10 S-5,S-5,250.1,252.3,22.7,25.1,14.6114,16.1420,5.0,30,135,4,GRIS(BETA),AZUL,
225mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,225,PN-10 S-5,S-5,225.1,227.1,20.5,22.7,11.8723,13.1335,4.5,30,135,4,GRIS(BETA),AZUL,
20mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.2,20.5,2.8,3.2,0.1379,0.1567,1.2,47,135,1,GRIS(BETA),ROJO,
20mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.2,20.5,2.8,3.2,0.1379,0.1567,1.2,47,135,1,GRIS(BETA),ROJO,
20mm x 5m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,20,PN-12,5 S-4,S-4,20.3,20.5,2.3,2.7,0.1172,0.1360,1.2,38,135,1,GRIS(BETA),BLANCO,
20mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,20,PN-12,5 S-4,S-4,20.3,20.5,2.3,2.7,0.1172,0.1360,1.2,38,135,1,GRIS(BETA),BLANCO,
20mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,20,PN-10 S-5,S-5,20.3,20.5,2.0,2.3,0.1036,0.1185,1.2,30,135,1,GRIS(BETA),AZUL,
20mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,20,PN-10 S-5,S-5,20.3,20.5,2.0,2.3,0.1036,0.1185,1.2,30,135,1,GRIS(BETA),AZUL,
20mm x 200m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1387,0.1567,1.2,47,135,1,GRIS(BETA),ROJO,
20mm x 100m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,20,PN-16 S-3,2,S-3,2,20.3,20.5,2.8,3.2,0.1387,0.1567,1.2,47,135,1,GRIS(BETA),ROJO,
200mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,200,PN-16 S-3,2,S-3,2,200.1,201.8,27.4,30.3,13.3942,14.7089,4.0,47,135,4,GRIS(BETA),ROJO,
200mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,200,PN-10 S-5,S-5,200.1,201.8,18.2,20.2,9.3708,10.3834,4.0,30,135,4,GRIS(BETA),AZUL,
200mm x 5m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,200,PN-16 S-3,2,S-3,2,200.1,201.8,27.4,30.3,13.3942,14.7089,4.0,47,135,4,GRIS(BETA),ROJO,
200mm x 5m PP-RCT BETA MC PN-10 S-5,PP-RCT,200,PN-10 S-5,S-5,200.1,201.8,18.2,20.2,9.3708,10.3834,4.0,30,135,4,GRIS(BETA),AZUL,
20 mm x 200m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,20,PN-12,5 S-4,S-4,20.3,20.5,2.3,2.7,0.1172,0.1360,1.2,38,135,1,GRIS(BETA),BLANCO,
16mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,16,PN-16 S-3,2,S-3,2,16.2,16.4,2.2,2.6,0.0872,0.1016,1.2,47,135,1,GRIS(BETA),ROJO,
16mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,16,PN-12,5 S-4,S-4,16.2,16.4,2.0,2.3,0.0804,0.0918,1.2,38,135,1,GRIS(BETA),BLANCO,
16mm x 200m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,16,PN-16 S-3,2,S-3,2,16.2,16.4,2.2,2.6,0.0872,0.1016,1.2,47,135,1,GRIS(BETA),ROJO,
16mm x 200m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,16,PN-12,5 S-4,S-4,16.2,16.4,2.0,2.3,0.0804,0.0918,1.2,38,135,1,GRIS(BETA),BLANCO,
160mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,160,PN-16 S-3,2,S-3,2,160.1,161.5,21.9,24.2,8.5670,9.4050,3.2,47,135,4,GRIS(BETA),ROJO,
160mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,160,PN-12,5 S-4,S-4,160.1,161.5,17.9,19.8,7.2049,7.9416,3.2,38,135,4,GRIS(BETA),BLANCO,
160mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,160,PN-10 S-5,S-5,160.1,161.5,14.6,16.2,6.0130,6.6628,3.2,30,135,2,GRIS(BETA),AZUL,
125mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,125,PN-16 S-3,2,S-3,2,125.1,126.2,17.1,19.0,5.2275,5.7653,2.5,47,135,4,GRIS(BETA),ROJO,
125mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,125,PN-12,5 S-4,S-4,125.1,126.2,14.0,15.5,4.4027,4.8568,2.5,38,135,2,GRIS(BETA),BLANCO,
125mm x 6m PP-RCT BETA MC PN-10 S-5,PP-RCT,125,PN-10 S-5,S-5,125.1,126.2,11.4,12.7,3.6689,4.0801,2.5,30,135,2,GRIS(BETA),AZUL,
110mm x 6m PP-RCT BETA MC PN-16 S-3,2,PP-RCT,110,PN-16 S-3,2,S-3,2,110.1,111.0,15.1,16.8,4.0605,4.4796,2.2,47,135,2,GRIS(BETA),ROJO,
110mm x 6m PP-RCT BETA MC PN-12,5 S-4,PP-RCT,110,PN-12,5 S-4,S-4,110.1,111.0,12.3,13.7,3.4050,3.7732,2.2,38,135,2,GRIS(BETA),BLANCO,
20mm x 6m PP-H PN-10 S-5,PP-H,20,PN-10 S-5,S-5,20.3,20.5,1.9,2.3,0.0994,0.1190,1.2,32,135,1,BEIGE(PP-H),SIN LÍNEA,
20mm x 6m PP-H PN-16 S-3,2,PP-H,20,PN-16 S-3,2,S-3,2,20.2,20.5,2.8,3.2,0.3490,0.1567,1.2,65.6,150,1,GRIS(PP-H),SIN LÍNEA,
